#Distance         all[Pr]     all[std]
     18.0250     205.9475       2.1216
     18.0350     205.0675       2.1239
     18.0450     204.7795       2.1183
     18.0550     204.7380       2.1224
     18.0650     203.0800       2.1073
     18.0750     203.1945       2.1101
     18.0850     201.8910       2.1000
     18.0950     201.6525       2.1096
     18.1050     200.5690       2.0939
     18.1150     200.9555       2.1042
     18.1250     199.7985       2.0997
     18.1350     200.2585       2.1021
     18.1450     198.7130       2.1015
     18.1550     197.7670       2.0929
     18.1650     197.1135       2.0841
     18.1750     196.3925       2.0839
     18.1850     196.5550       2.0900
     18.1950     195.9395       2.0894
     18.2050     194.7465       2.0777
     18.2150     194.5565       2.0716
     18.2250     194.1255       2.0753
     18.2350     193.4570       2.0761
     18.2450     192.3750       2.0643
     18.2550     192.2865       2.0693
     18.2650     191.8375       2.0660
     18.2750     190.6810       2.0620
     18.2850     190.5065       2.0618
     18.2950     189.8555       2.0577
     18.3050     190.0025       2.0631
     18.3150     188.8305       2.0569
     18.3250     188.6610       2.0526
     18.3350     186.5815       2.0372
     18.3450     187.3960       2.0451
     18.3550     186.8040       2.0471
     18.3650     185.6805       2.0372
     18.3750     184.6795       2.0274
     18.3850     184.4165       2.0261
     18.3950     184.3590       2.0348
     18.4050     183.2355       2.0309
     18.4150     183.4005       2.0299
     18.4250     182.1490       2.0213
     18.4350     181.8725       2.0232
     18.4450     182.0365       2.0262
     18.4550     180.7770       2.0114
     18.4650     180.4810       2.0152
     18.4750     179.6530       2.0109
     18.4850     179.0195       2.0067
     18.4950     178.8255       2.0099
     18.5050     178.4230       2.0045
     18.5150     177.5400       1.9990
     18.5250     177.3765       2.0003
     18.5350     176.2860       1.9989
     18.5450     175.5965       1.9872
     18.5550     175.2835       1.9887
     18.5650     175.3265       1.9939
     18.5750     174.3950       1.9837
     18.5850     173.8125       1.9820
     18.5950     173.5190       1.9827
     18.6050     172.5170       1.9800
     18.6150     172.1435       1.9744
     18.6250     171.6315       1.9754
     18.6350     171.0120       1.9692
     18.6450     170.8150       1.9672
     18.6550     169.9290       1.9657
     18.6650     169.5855       1.9613
     18.6750     169.3765       1.9575
     18.6850     168.3505       1.9505
     18.6950     167.8615       1.9488
     18.7050     167.6830       1.9532
     18.7150     166.9780       1.9507
     18.7250     166.1800       1.9423
     18.7350     165.7940       1.9377
     18.7450     165.1375       1.9375
     18.7550     165.2740       1.9407
     18.7650     164.4310       1.9300
     18.7750     163.5825       1.9324
     18.7850     163.3850       1.9290
     18.7950     162.9060       1.9355
     18.8050     162.4715       1.9206
     18.8150     161.9155       1.9236
     18.8250     161.2545       1.9159
     18.8350     161.1220       1.9187
     18.8450     159.3705       1.9072
     18.8550     160.0900       1.9207
     18.8650     158.9650       1.9041
     18.8750     159.0145       1.9112
     18.8850     158.5055       1.9038
     18.8950     158.1375       1.9031
     18.9050     157.8335       1.9037
     18.9150     156.7910       1.8958
     18.9250     156.0875       1.8886
     18.9350     156.0765       1.8949
     18.9450     155.3560       1.8819
     18.9550     155.3355       1.8889
     18.9650     154.9835       1.8833
     18.9750     154.0495       1.8822
     18.9850     153.7060       1.8770
     18.9950     153.6570       1.8814
     19.0050     152.6415       1.8788
     19.0150     152.0590       1.8695
     19.0250     151.7155       1.8648
     19.0350     150.9985       1.8636
     19.0450     150.4630       1.8591
     19.0550     150.7485       1.8638
     19.0650     150.2715       1.8633
     19.0750     149.0955       1.8513
     19.0850     149.0980       1.8572
     19.0950     148.3175       1.8471
     19.1050     147.4970       1.8417
     19.1150     148.1850       1.8500
     19.1250     147.1780       1.8455
     19.1350     146.9005       1.8377
     19.1450     146.4795       1.8428
     19.1550     145.7445       1.8387
     19.1650     145.3205       1.8327
     19.1750     146.0290       1.8386
     19.1850     144.2460       1.8250
     19.1950     143.8385       1.8260
     19.2050     143.1965       1.8166
     19.2150     143.1010       1.8181
     19.2250     142.6310       1.8162
     19.2350     142.1250       1.8120
     19.2450     141.5890       1.8141
     19.2550     141.2550       1.8136
     19.2650     140.5740       1.8071
     19.2750     140.3040       1.8025
     19.2850     139.7620       1.8012
     19.2950     140.0230       1.8126
     19.3050     139.3830       1.7989
     19.3150     138.3090       1.7967
     19.3250     138.7385       1.7965
     19.3350     137.6330       1.7874
     19.3450     137.0940       1.7859
     19.3550     136.6290       1.7805
     19.3650     136.4575       1.7793
     19.3750     136.4360       1.7831
     19.3850     135.3120       1.7745
     19.3950     135.1630       1.7756
     19.4050     133.8670       1.7621
     19.4150     134.1870       1.7678
     19.4250     133.7620       1.7656
     19.4350     133.8745       1.7691
     19.4450     133.1745       1.7618
     19.4550     132.7250       1.7559
     19.4650     132.3540       1.7558
     19.4750     131.1585       1.7485
     19.4850     131.2640       1.7475
     19.4950     130.4985       1.7415
     19.5050     130.3195       1.7398
     19.5150     130.4975       1.7443
     19.5250     129.5120       1.7338
     19.5350     129.1040       1.7352
     19.5450     128.5800       1.7287
     19.5550     128.1225       1.7245
     19.5650     127.9335       1.7319
     19.5750     127.6890       1.7294
     19.5850     127.3615       1.7273
     19.5950     126.7720       1.7202
     19.6050     126.0830       1.7164
     19.6150     126.4700       1.7209
     19.6250     125.9840       1.7211
     19.6350     124.9050       1.7107
     19.6450     124.5950       1.7069
     19.6550     124.0845       1.7002
     19.6650     124.1140       1.7065
     19.6750     123.5720       1.6978
     19.6850     123.2560       1.7014
     19.6950     123.0655       1.6972
     19.7050     122.5430       1.6983
     19.7150     121.6480       1.6830
     19.7250     121.4815       1.6871
     19.7350     121.4445       1.6887
     19.7450     120.8880       1.6843
     19.7550     120.1840       1.6812
     19.7650     120.4510       1.6823
     19.7750     119.0290       1.6695
     19.7850     118.7960       1.6695
     19.7950     118.5450       1.6621
     19.8050     118.2445       1.6623
     19.8150     117.9925       1.6587
     19.8250     117.2315       1.6569
     19.8350     117.2015       1.6549
     19.8450     116.8050       1.6533
     19.8550     116.5000       1.6517
     19.8650     116.0485       1.6453
     19.8750     115.3270       1.6445
     19.8850     115.1935       1.6502
     19.8950     114.9505       1.6448
     19.9050     114.5945       1.6405
     19.9150     114.1705       1.6371
     19.9250     113.6100       1.6297
     19.9350     113.5940       1.6300
     19.9450     113.2000       1.6293
     19.9550     112.6265       1.6249
     19.9650     112.0180       1.6198
     19.9750     111.9600       1.6227
     19.9850     111.9255       1.6268
     19.9950     111.0400       1.6100
     20.0050     110.5950       1.6151
     20.0150     110.5460       1.6139
     20.0250     110.0210       1.6049
     20.0350     109.9615       1.6136
     20.0450     109.2805       1.6036
     20.0550     108.8320       1.5972
     20.0650     108.4745       1.5960
     20.0750     108.0770       1.5934
     20.0850     107.3185       1.5890
     20.0950     107.5620       1.5939
     20.1050     107.4935       1.5934
     20.1150     106.7505       1.5890
     20.1250     106.0765       1.5767
     20.1350     105.7855       1.5755
     20.1450     105.8465       1.5849
     20.1550     105.2870       1.5724
     20.1650     105.1545       1.5757
     20.1750     104.5585       1.5625
     20.1850     104.3165       1.5621
     20.1950     103.8510       1.5660
     20.2050     103.4840       1.5603
     20.2150     102.9400       1.5573
     20.2250     102.6585       1.5517
     20.2350     102.5150       1.5545
     20.2450     102.2225       1.5510
     20.2550     101.9405       1.5492
     20.2650     101.4175       1.5482
     20.2750     100.9655       1.5414
     20.2850     100.8710       1.5439
     20.2950     100.0560       1.5326
     20.3050     100.0830       1.5359
     20.3150      99.7210       1.5347
     20.3250      99.6855       1.5373
     20.3350      99.0500       1.5295
     20.3450      98.5315       1.5224
     20.3550      98.1470       1.5217
     20.3650      98.3845       1.5268
     20.3750      97.4645       1.5104
     20.3850      97.0920       1.5108
     20.3950      97.2295       1.5179
     20.4050      96.7270       1.5151
     20.4150      96.1880       1.5052
     20.4250      95.3720       1.5015
     20.4350      95.8755       1.5047
     20.4450      95.5360       1.5030
     20.4550      94.9990       1.5000
     20.4650      94.7325       1.4966
     20.4750      94.7175       1.4986
     20.4850      94.2605       1.4908
     20.4950      94.0280       1.4942
     20.5050      93.5535       1.4853
     20.5150      93.0575       1.4851
     20.5250      92.4605       1.4764
     20.5350      92.5210       1.4808
     20.5450      92.1420       1.4747
     20.5550      91.3135       1.4674
     20.5650      91.6765       1.4752
     20.5750      91.0990       1.4686
     20.5850      90.3005       1.4576
     20.5950      90.1920       1.4588
     20.6050      89.9220       1.4548
     20.6150      89.7750       1.4565
     20.6250      89.5650       1.4571
     20.6350      89.1355       1.4501
     20.6450      89.0140       1.4547
     20.6550      88.6635       1.4478
     20.6650      88.1915       1.4462
     20.6750      87.8485       1.4403
     20.6850      87.4300       1.4336
     20.6950      87.2305       1.4331
     20.7050      87.0330       1.4345
     20.7150      86.7960       1.4300
     20.7250      86.4690       1.4286
     20.7350      86.1400       1.4270
     20.7450      85.7465       1.4184
     20.7550      85.3990       1.4227
     20.7650      84.8665       1.4132
     20.7750      85.2015       1.4207
     20.7850      84.5165       1.4131
     20.7950      84.0885       1.4123
     20.8050      84.0295       1.4103
     20.8150      83.7480       1.4072
     20.8250      83.2915       1.4071
     20.8350      82.9930       1.4008
     20.8450      82.8680       1.4020
     20.8550      82.5060       1.3985
     20.8650      82.0685       1.3937
     20.8750      81.8820       1.3935
     20.8850      81.7930       1.3916
     20.8950      81.5580       1.3892
     20.9050      80.8025       1.3817
     20.9150      80.8480       1.3875
     20.9250      80.7580       1.3848
     20.9350      80.0195       1.3767
     20.9450      80.1250       1.3746
     20.9550      79.3985       1.3720
     20.9650      79.5585       1.3728
     20.9750      79.2200       1.3686
     20.9850      78.8460       1.3694
     20.9950      78.7320       1.3715
     21.0050      77.9105       1.3581
     21.0150      78.4050       1.3673
     21.0250      77.5685       1.3539
     21.0350      77.2565       1.3482
     21.0450      77.4630       1.3556
     21.0550      76.6570       1.3466
     21.0650      76.4835       1.3421
     21.0750      76.5370       1.3460
     21.0850      75.9635       1.3431
     21.0950      76.2245       1.3412
     21.1050      75.2740       1.3313
     21.1150      75.3395       1.3300
     21.1250      74.8825       1.3322
     21.1350      74.4720       1.3279
     21.1450      74.1195       1.3201
     21.1550      74.3905       1.3336
     21.1650      74.0560       1.3271
     21.1750      73.3185       1.3168
     21.1850      73.1850       1.3184
     21.1950      73.1050       1.3178
     21.2050      72.8590       1.3141
     21.2150      72.7955       1.3136
     21.2250      72.4280       1.3095
     21.2350      72.3925       1.3151
     21.2450      72.0730       1.3060
     21.2550      71.4370       1.3009
     21.2650      70.9330       1.2961
     21.2750      71.1775       1.2992
     21.2850      70.8880       1.2925
     21.2950      70.4815       1.2921
     21.3050      70.1700       1.2892
     21.3150      70.0075       1.2873
     21.3250      69.4445       1.2853
     21.3350      69.5565       1.2871
     21.3450      68.9505       1.2760
     21.3550      68.7745       1.2739
     21.3650      68.4095       1.2723
     21.3750      68.5760       1.2748
     21.3850      68.0550       1.2689
     21.3950      68.3765       1.2739
     21.4050      67.6695       1.2650
     21.4150      67.7710       1.2687
     21.4250      67.1395       1.2626
     21.4350      66.8240       1.2546
     21.4450      66.8605       1.2627
     21.4550      66.5325       1.2503
     21.4650      66.0815       1.2516
     21.4750      66.0980       1.2529
     21.4850      65.4695       1.2423
     21.4950      65.4285       1.2491
     21.5050      65.1160       1.2394
     21.5150      65.2735       1.2485
     21.5250      64.7390       1.2363
     21.5350      64.4330       1.2381
     21.5450      64.3030       1.2316
     21.5550      63.7355       1.2257
     21.5650      64.0710       1.2308
     21.5750      63.6935       1.2278
     21.5850      63.2210       1.2249
     21.5950      63.0150       1.2227
     21.6050      62.9005       1.2176
     21.6150      62.8150       1.2245
     21.6250      62.3125       1.2127
     21.6350      61.9535       1.2097
     21.6450      61.5335       1.2063
     21.6550      61.7760       1.2078
     21.6650      61.3565       1.2053
     21.6750      60.9420       1.1975
     21.6850      60.8035       1.2031
     21.6950      60.6790       1.2010
     21.7050      60.6315       1.2028
     21.7150      60.0705       1.1908
     21.7250      60.3470       1.1939
     21.7350      60.0175       1.1893
     21.7450      59.3165       1.1852
     21.7550      59.4605       1.1889
     21.7650      58.9275       1.1791
     21.7750      59.2110       1.1847
     21.7850      58.7165       1.1774
     21.7950      58.5805       1.1779
     21.8050      58.5605       1.1780
     21.8150      58.5055       1.1803
     21.8250      57.7540       1.1695
     21.8350      57.5770       1.1682
     21.8450      57.2925       1.1631
     21.8550      56.9415       1.1578
     21.8650      56.8980       1.1622
     21.8750      57.0150       1.1602
     21.8850      56.4765       1.1594
     21.8950      56.2480       1.1526
     21.9050      56.0885       1.1520
     21.9150      55.8415       1.1501
     21.9250      55.5940       1.1442
     21.9350      55.5755       1.1496
     21.9450      55.4195       1.1456
     21.9550      55.1650       1.1423
     21.9650      54.9935       1.1393
     21.9750      54.9160       1.1364
     21.9850      54.3855       1.1338
     21.9950      54.1780       1.1335
     22.0050      54.2175       1.1319
     22.0150      53.9815       1.1320
     22.0250      53.2195       1.1165
     22.0350      53.3905       1.1240
     22.0450      53.1575       1.1197
     22.0550      53.4095       1.1249
     22.0650      53.3475       1.1286
     22.0750      52.8530       1.1202
     22.0850      52.3675       1.1144
     22.0950      52.4700       1.1192
     22.1050      51.8385       1.1087
     22.1150      51.7280       1.1026
     22.1250      51.6200       1.1033
     22.1350      51.5565       1.1054
     22.1450      51.3595       1.1029
     22.1550      51.2795       1.1061
     22.1650      50.7265       1.0981
     22.1750      50.6485       1.0965
     22.1850      50.8210       1.1018
     22.1950      50.3485       1.0879
     22.2050      50.1490       1.0879
     22.2150      49.8090       1.0875
     22.2250      49.7000       1.0782
     22.2350      49.7255       1.0830
     22.2450      48.8975       1.0758
     22.2550      49.1165       1.0818
     22.2650      48.5040       1.0685
     22.2750      48.9125       1.0792
     22.2850      48.6035       1.0775
     22.2950      48.4600       1.0688
     22.3050      48.0035       1.0645
     22.3150      47.9285       1.0647
     22.3250      47.6350       1.0558
     22.3350      47.8920       1.0722
     22.3450      47.7715       1.0716
     22.3550      47.3695       1.0635
     22.3650      46.9440       1.0582
     22.3750      47.1800       1.0632
     22.3850      46.6885       1.0511
     22.3950      46.3065       1.0427
     22.4050      46.5045       1.0496
     22.4150      46.0345       1.0412
     22.4250      46.0905       1.0435
     22.4350      45.6095       1.0403
     22.4450      45.6020       1.0378
     22.4550      45.8565       1.0478
     22.4650      45.4135       1.0385
     22.4750      45.1355       1.0352
     22.4850      44.8340       1.0324
     22.4950      44.8530       1.0311
     22.5050      44.4205       1.0254
     22.5150      44.5240       1.0341
     22.5250      44.4470       1.0253
     22.5350      43.9645       1.0213
     22.5450      43.9590       1.0196
     22.5550      43.6725       1.0207
     22.5650      43.4895       1.0184
     22.5750      43.2920       1.0156
     22.5850      43.2320       1.0139
     22.5950      43.1040       1.0143
     22.6050      43.2775       1.0176
     22.6150      42.7485       1.0070
     22.6250      42.4400       0.9997
     22.6350      42.3835       1.0032
     22.6450      42.2475       1.0039
     22.6550      42.0815       1.0007
     22.6650      41.8050       0.9974
     22.6750      41.6305       0.9961
     22.6850      41.9105       1.0016
     22.6950      41.3910       0.9903
     22.7050      41.2700       0.9888
     22.7150      40.8870       0.9825
     22.7250      40.8030       0.9885
     22.7350      40.7000       0.9830
     22.7450      40.6245       0.9798
     22.7550      40.4940       0.9873
     22.7650      40.2595       0.9807
     22.7750      40.2920       0.9839
     22.7850      39.9415       0.9772
     22.7950      39.7005       0.9716
     22.8050      39.8240       0.9736
     22.8150      39.4355       0.9694
     22.8250      39.2640       0.9697
     22.8350      39.4110       0.9694
     22.8450      39.2405       0.9705
     22.8550      38.9275       0.9660
     22.8650      38.9075       0.9598
     22.8750      38.7295       0.9625
     22.8850      38.4980       0.9605
     22.8950      38.2345       0.9536
     22.9050      38.1945       0.9536
     22.9150      37.8710       0.9500
     22.9250      37.7870       0.9506
     22.9350      38.0550       0.9599
     22.9450      37.6100       0.9523
     22.9550      37.5755       0.9516
     22.9650      37.3480       0.9507
     22.9750      36.8935       0.9391
     22.9850      36.9970       0.9405
     22.9950      36.7620       0.9382
     23.0050      36.8450       0.9371
     23.0150      36.8060       0.9401
     23.0250      36.5390       0.9362
     23.0350      36.3855       0.9412
     23.0450      36.3130       0.9382
     23.0550      36.2890       0.9346
     23.0650      35.9395       0.9322
     23.0750      35.8415       0.9271
     23.0850      35.6340       0.9293
     23.0950      35.5665       0.9289
     23.1050      35.4405       0.9263
     23.1150      35.2805       0.9190
     23.1250      34.9150       0.9175
     23.1350      35.0420       0.9172
     23.1450      34.6895       0.9095
     23.1550      34.7570       0.9143
     23.1650      34.7065       0.9136
     23.1750      34.2950       0.9068
     23.1850      34.3400       0.9103
     23.1950      34.3250       0.9104
     23.2050      33.9310       0.9026
     23.2150      33.7975       0.8987
     23.2250      33.6000       0.9007
     23.2350      33.7120       0.9082
     23.2450      33.4920       0.8989
     23.2550      33.1125       0.8948
     23.2650      33.5025       0.9024
     23.2750      33.2935       0.9028
     23.2850      32.9090       0.8880
     23.2950      32.8510       0.8913
     23.3050      32.8790       0.8925
     23.3150      32.5465       0.8898
     23.3250      32.3215       0.8783
     23.3350      32.2595       0.8803
     23.3450      32.2890       0.8857
     23.3550      32.3250       0.8891
     23.3650      32.0875       0.8823
     23.3750      31.7190       0.8795
     23.3850      31.3485       0.8694
     23.3950      31.4570       0.8684
     23.4050      31.6205       0.8788
     23.4150      31.3175       0.8702
     23.4250      31.2640       0.8734
     23.4350      31.1655       0.8682
     23.4450      30.7970       0.8670
     23.4550      30.8630       0.8640
     23.4650      31.0730       0.8728
     23.4750      30.6880       0.8615
     23.4850      30.6320       0.8640
     23.4950      30.5210       0.8590
     23.5050      30.4230       0.8616
     23.5150      30.3215       0.8628
     23.5250      29.9930       0.8547
     23.5350      30.0315       0.8568
     23.5450      30.1190       0.8602
     23.5550      29.6625       0.8454
     23.5650      29.6735       0.8487
     23.5750      29.6395       0.8531
     23.5850      29.5485       0.8505
     23.5950      29.4300       0.8487
     23.6050      29.1260       0.8451
     23.6150      29.2235       0.8486
     23.6250      29.2010       0.8392
     23.6350      28.9250       0.8396
     23.6450      28.8210       0.8377
     23.6550      28.8600       0.8422
     23.6650      28.7820       0.8443
     23.6750      28.3765       0.8402
     23.6850      28.4175       0.8385
     23.6950      28.0160       0.8258
     23.7050      28.3860       0.8376
     23.7150      28.0215       0.8303
     23.7250      27.9395       0.8300
     23.7350      28.1770       0.8367
     23.7450      27.7420       0.8277
     23.7550      27.7180       0.8257
     23.7650      27.5370       0.8245
     23.7750      27.6390       0.8277
     23.7850      27.2735       0.8222
     23.7950      26.9235       0.8106
     23.8050      26.9605       0.8125
     23.8150      27.0100       0.8136
     23.8250      26.9860       0.8157
     23.8350      26.3200       0.8021
     23.8450      26.6585       0.8140
     23.8550      26.5200       0.8065
     23.8650      26.4665       0.8114
     23.8750      26.3685       0.8069
     23.8850      26.1795       0.8085
     23.8950      26.1665       0.8035
     23.9050      26.1180       0.8047
     23.9150      26.0205       0.8040
     23.9250      25.7225       0.7980
     23.9350      25.7110       0.7981
     23.9450      25.8535       0.8046
     23.9550      25.3225       0.7904
     23.9650      25.1890       0.7891
     23.9750      25.2595       0.7899
     23.9850      25.0855       0.7819
     23.9950      24.9300       0.7861
     24.0050      24.9730       0.7861
     24.0150      24.7680       0.7813
     24.0250      24.6735       0.7784
     24.0350      24.4620       0.7728
     24.0450      24.3120       0.7676
     24.0550      24.5390       0.7808
     24.0650      24.2575       0.7753
     24.0750      24.0745       0.7689
     24.0850      24.1630       0.7752
     24.0950      23.9320       0.7676
     24.1050      23.8400       0.7657
     24.1150      23.5290       0.7603
     24.1250      23.6235       0.7632
     24.1350      23.5730       0.7611
     24.1450      23.5890       0.7608
     24.1550      23.3715       0.7569
     24.1650      23.1870       0.7548
     24.1750      23.3380       0.7617
     24.1850      22.9570       0.7513
     24.1950      23.2110       0.7594
     24.2050      22.7935       0.7486
     24.2150      22.7225       0.7496
     24.2250      22.5275       0.7452
     24.2350      22.4160       0.7397
     24.2450      22.5940       0.7480
     24.2550      22.2670       0.7368
     24.2650      22.2250       0.7388
     24.2750      22.3525       0.7483
     24.2850      22.0405       0.7372
     24.2950      22.0170       0.7386
     24.3050      21.7930       0.7316
     24.3150      21.6625       0.7272
     24.3250      21.5865       0.7291
     24.3350      21.5060       0.7277
     24.3450      21.4665       0.7294
     24.3550      21.3685       0.7289
     24.3650      21.1100       0.7186
     24.3750      21.1970       0.7234
     24.3850      20.9995       0.7216
     24.3950      20.9030       0.7161
     24.4050      20.9095       0.7177
     24.4150      21.0020       0.7206
     24.4250      20.6770       0.7160
     24.4350      20.9280       0.7211
     24.4450      20.5645       0.7139
     24.4550      20.2735       0.7058
     24.4650      20.3085       0.7039
     24.4750      20.1780       0.7080
     24.4850      20.0685       0.7014
     24.4950      19.9875       0.6996
     24.5050      19.7535       0.6920
     24.5150      20.0670       0.7020
     24.5250      19.6545       0.6944
     24.5350      19.7825       0.6982
     24.5450      19.5360       0.6923
     24.5550      19.4925       0.6910
     24.5650      19.5955       0.6940
     24.5750      19.2305       0.6853
     24.5850      19.2070       0.6878
     24.5950      19.0510       0.6812
     24.6050      19.1920       0.6903
     24.6150      18.9500       0.6801
     24.6250      18.9135       0.6834
     24.6350      18.6560       0.6765
     24.6450      18.6920       0.6749
     24.6550      18.5445       0.6767
     24.6650      18.5605       0.6729
     24.6750      18.3160       0.6678
     24.6850      18.2585       0.6689
     24.6950      18.1905       0.6633
     24.7050      18.1105       0.6631
     24.7150      18.0925       0.6636
     24.7250      17.9210       0.6600
     24.7350      17.6035       0.6556
     24.7450      17.8310       0.6570
     24.7550      17.7355       0.6631
     24.7650      17.7495       0.6591
     24.7750      17.5900       0.6547
     24.7850      17.4740       0.6501
     24.7950      17.2970       0.6477
     24.8050      17.2900       0.6477
     24.8150      17.1380       0.6425
     24.8250      17.0205       0.6432
     24.8350      17.1270       0.6479
     24.8450      16.8015       0.6354
     24.8550      16.8095       0.6398
     24.8650      16.5045       0.6293
     24.8750      16.6925       0.6343
     24.8850      16.7285       0.6391
     24.8950      16.5860       0.6351
     24.9050      16.3545       0.6295
     24.9150      16.2275       0.6270
     24.9250      16.2345       0.6295
     24.9350      16.0925       0.6226
     24.9450      16.0765       0.6216
     24.9550      15.9070       0.6198
     24.9650      15.8230       0.6158
     24.9750      15.7585       0.6135
     24.9850      15.8435       0.6224
     24.9950      15.7150       0.6165
     25.0050      15.5090       0.6080
     25.0150      15.6675       0.6146
     25.0250      15.5255       0.6105
     25.0350      15.3225       0.6052
     25.0450      15.2390       0.6033
     25.0550      15.3585       0.6083
     25.0650      15.1660       0.6095
     25.0750      14.9890       0.6021
     25.0850      14.9490       0.5984
     25.0950      14.9295       0.5978
     25.1050      14.7385       0.5955
     25.1150      14.7940       0.5989
     25.1250      14.6780       0.5887
     25.1350      14.7030       0.5930
     25.1450      14.6540       0.5945
     25.1550      14.4555       0.5922
     25.1650      14.2615       0.5804
     25.1750      14.4080       0.5899
     25.1850      14.1400       0.5801
     25.1950      13.9460       0.5776
     25.2050      14.0835       0.5816
     25.2150      13.9650       0.5753
     25.2250      13.8845       0.5720
     25.2350      13.8910       0.5739
     25.2450      13.7485       0.5708
     25.2550      13.6895       0.5698
     25.2650      13.5390       0.5670
     25.2750      13.4865       0.5646
     25.2850      13.4100       0.5645
     25.2950      13.4490       0.5642
     25.3050      13.3670       0.5636
     25.3150      13.2460       0.5585
     25.3250      12.9655       0.5523
     25.3350      13.0535       0.5547
     25.3450      13.2575       0.5689
     25.3550      13.1080       0.5612
     25.3650      13.0205       0.5555
     25.3750      12.7895       0.5511
     25.3850      12.6715       0.5453
     25.3950      12.7830       0.5464
     25.4050      12.5330       0.5429
     25.4150      12.5455       0.5397
     25.4250      12.2865       0.5353
     25.4350      12.5070       0.5428
     25.4450      12.2210       0.5394
     25.4550      12.1735       0.5352
     25.4650      12.0230       0.5290
     25.4750      12.1595       0.5342
     25.4850      12.0035       0.5277
     25.4950      12.0010       0.5289
     25.5050      12.0020       0.5332
     25.5150      11.9050       0.5291
     25.5250      11.8900       0.5252
     25.5350      11.7125       0.5217
     25.5450      11.5670       0.5168
     25.5550      11.6695       0.5242
     25.5650      11.4695       0.5143
     25.5750      11.5105       0.5205
     25.5850      11.4845       0.5181
     25.5950      11.3780       0.5138
     25.6050      11.1775       0.5065
     25.6150      11.0230       0.5053
     25.6250      11.0490       0.5085
     25.6350      11.0050       0.5045
     25.6450      11.0070       0.5030
     25.6550      10.7375       0.4955
     25.6650      10.7510       0.4959
     25.6750      10.8405       0.4997
     25.6850      10.6610       0.4937
     25.6950      10.5405       0.4870
     25.7050      10.6830       0.4974
     25.7150      10.6160       0.4957
     25.7250      10.4845       0.4914
     25.7350      10.4160       0.4874
     25.7450      10.3220       0.4871
     25.7550      10.3035       0.4887
     25.7650      10.3100       0.4882
     25.7750      10.1125       0.4796
     25.7850      10.1820       0.4804
     25.7950      10.0280       0.4774
     25.8050       9.8685       0.4718
     25.8150      10.0040       0.4795
     25.8250       9.9055       0.4730
     25.8350       9.8160       0.4712
     25.8450       9.6195       0.4613
     25.8550       9.8545       0.4761
     25.8650       9.6270       0.4681
     25.8750       9.6445       0.4688
     25.8850       9.4675       0.4634
     25.8950       9.4920       0.4659
     25.9050       9.1820       0.4494
     25.9150       9.3890       0.4638
     25.9250       9.1905       0.4568
     25.9350       9.1540       0.4519
     25.9450       9.1145       0.4545
     25.9550       9.0615       0.4515
     25.9650       9.0180       0.4470
     25.9750       8.9410       0.4480
     25.9850       8.8300       0.4428
     25.9950       8.8735       0.4481
     26.0050       8.6415       0.4374
     26.0150       8.5890       0.4379
     26.0250       8.6810       0.4410
     26.0350       8.5345       0.4377
     26.0450       8.6320       0.4395
     26.0550       8.5940       0.4392
     26.0650       8.3500       0.4270
     26.0750       8.2250       0.4245
     26.0850       8.4130       0.4334
     26.0950       8.1990       0.4267
     26.1050       8.2070       0.4246
     26.1150       8.1520       0.4208
     26.1250       8.1250       0.4215
     26.1350       8.1520       0.4306
     26.1450       8.0335       0.4207
     26.1550       7.8385       0.4142
     26.1650       7.8235       0.4123
     26.1750       7.9350       0.4178
     26.1850       7.8015       0.4127
     26.1950       7.7460       0.4084
     26.2050       7.6655       0.4059
     26.2150       7.7025       0.4111
     26.2250       7.5320       0.4065
     26.2350       7.6215       0.4102
     26.2450       7.5295       0.4026
     26.2550       7.5570       0.4032
     26.2650       7.3680       0.3997
     26.2750       7.4320       0.4050
     26.2850       7.2550       0.3978
     26.2950       7.2435       0.3942
     26.3050       7.2485       0.3953
     26.3150       7.1525       0.3898
     26.3250       7.2255       0.3959
     26.3350       6.9985       0.3847
     26.3450       6.9780       0.3847
     26.3550       6.9480       0.3877
     26.3650       6.8390       0.3834
     26.3750       6.9080       0.3828
     26.3850       6.7915       0.3813
     26.3950       6.7865       0.3810
     26.4050       6.7095       0.3783
     26.4150       6.7345       0.3792
     26.4250       6.5805       0.3758
     26.4350       6.5705       0.3739
     26.4450       6.5815       0.3740
     26.4550       6.4825       0.3723
     26.4650       6.4060       0.3667
     26.4750       6.4465       0.3698
     26.4850       6.4180       0.3700
     26.4950       6.3645       0.3671
     26.5050       6.2520       0.3629
     26.5150       6.2145       0.3581
     26.5250       6.1065       0.3535
     26.5350       6.1135       0.3571
     26.5450       6.1210       0.3528
     26.5550       5.9260       0.3489
     26.5650       6.0455       0.3525
     26.5750       5.9705       0.3535
     26.5850       5.9295       0.3510
     26.5950       5.8645       0.3469
     26.6050       5.9215       0.3539
     26.6150       5.7880       0.3423
     26.6250       5.7995       0.3494
     26.6350       5.7345       0.3434
     26.6450       5.6790       0.3426
     26.6550       5.5575       0.3347
     26.6650       5.5355       0.3331
     26.6750       5.5840       0.3384
     26.6850       5.5645       0.3386
     26.6950       5.5140       0.3355
     26.7050       5.4200       0.3318
     26.7150       5.3790       0.3327
     26.7250       5.3080       0.3293
     26.7350       5.3415       0.3315
     26.7450       5.3780       0.3316
